TargetID,Region,Quarter,Year,MonthlyTarget,YTDTarget,AreaManager,AchievementPercent
T000388,East,Q1,2024,14754,177048,Mr./Ms. Iyer,110.08
T000389,North,Q1,2025,13022,156264,Mr./Ms. Sharma,122.46
T000390,West,Q2,2024,17631,211572,Mr./Ms. Mehta,104.58
T000391,Central,Q3,2025,10578,126936,Mr./Ms. Iyer,88.84
T000392,Central,Q2,2023,5650,67800,Mr./Ms. Singh,98.51
T000393,South,Q4,2025,19545,234540,Mr./Ms. Iyer,70.61
T000394,Central,Q4,2023,16174,194088,Mr./Ms. Verma,70.6
T000395,South,Q1,2025,13851,166212,Mr./Ms. Patel,80.44
T000396,North,Q2,2023,14291,171492,Mr./Ms. Mehta,107.83
T000397,South,Q1,2023,10811,129732,Mr./Ms. Singh,81.88
T000398,South,Q3,2024,6889,82668,Mr./Ms. Gupta,90.68
T000399,East,Q4,2025,17889,214668,Mr./Ms. Reddy,101.04
T000400,East,Q2,2023,14942,179304,Mr./Ms. Mehta,104.99
T000401,East,Q2,2024,8575,102900,Mr./Ms. Singh,125.41
T000402,South,Q2,2025,10437,125244,Mr./Ms. Gupta,84.47
T000403,South,Q1,2024,17574,210888,Mr./Ms. Iyer,91.9
T000404,East,Q2,2024,15590,187080,Mr./Ms. Mehta,115.49
T000405,West,Q1,2023,8337,100044,Mr./Ms. Gupta,91.73
T000406,North,Q4,2024,18365,220380,Mr./Ms. Singh,119.9
T000407,West,Q3,2025,18826,225912,Mr./Ms. Patel,101.37
T000408,Central,Q4,2025,16931,203172,Mr./Ms. Patel,99.35
T000409,East,Q4,2025,12310,147720,Mr./Ms. Mehta,122.66
T000410,West,Q4,2024,14799,177588,Mr./Ms. Verma,70.45
T000411,West,Q3,2025,15967,191604,Mr./Ms. Reddy,70.04
T000412,North,Q3,2025,8825,105900,Mr./Ms. Singh,70.5
T000413,South,Q3,2023,18041,216492,Mr./Ms. Verma,75.83
T000414,North,Q2,2025,15081,180972,Mr./Ms. Singh,81.93
T000415,East,Q1,2024,7752,93024,Mr./Ms. Iyer,109.97
T000416,Central,Q4,2025,15816,189792,Mr./Ms. Reddy,100.49
T000417,West,Q4,2024,6182,74184,Mr./Ms. Reddy,107.3
T000418,Central,Q2,2023,11867,142404,Mr./Ms. Iyer,71.48
T000419,North,Q3,2023,12204,146448,Mr./Ms. Iyer,109.16
T000420,West,Q4,2023,10632,127584,Mr./Ms. Verma,93.25
T000421,West,Q3,2025,16724,200688,Mr./Ms. Reddy,97.87
T000422,East,Q4,2025,18738,224856,Mr./Ms. Gupta,76.25
T000423,Central,Q3,2025,16886,202632,Mr./Ms. Patel,100.69
T000424,West,Q1,2024,16765,201180,Mr./Ms. Sharma,80.42
T000425,North,Q4,2024,7487,89844,Mr./Ms. Gupta,78.17
T000426,East,Q2,2023,16789,201468,Mr./Ms. Sharma,120.62
T000427,South,Q2,2024,14974,179688,Mr./Ms. Reddy,104.6
T000428,East,Q2,2024,5773,69276,Mr./Ms. Verma,108.33
T000429,Central,Q1,2024,14959,179508,Mr./Ms. Iyer,129.82
T000430,West,Q1,2024,11343,136116,Mr./Ms. Sharma,78.26
T000431,West,Q3,2024,10538,126456,Mr./Ms. Patel,102.64
T000432,East,Q2,2023,13647,163764,Mr./Ms. Mehta,125.26
T000433,North,Q2,2025,15628,187536,Mr./Ms. Patel,97.17
T000434,West,Q2,2025,19928,239136,Mr./Ms. Reddy,86.46
T000435,West,Q4,2025,13447,161364,Mr./Ms. Iyer,94.75
T000436,West,Q1,2024,14060,168720,Mr./Ms. Patel,115.73
T000437,East,Q3,2025,8132,97584,Mr./Ms. Gupta,119.86
T000438,East,Q4,2025,12742,152904,Mr./Ms. Sharma,117.52
T000439,Central,Q3,2023,15908,190896,Mr./Ms. Iyer,86.12
T000440,North,Q1,2024,7732,92784,Mr./Ms. Reddy,126.97
T000441,South,Q2,2024,16895,202740,Mr./Ms. Mehta,108.06
T000442,South,Q4,2024,14497,173964,Mr./Ms. Patel,90.95
T000443,Central,Q4,2023,10616,127392,Mr./Ms. Gupta,119.63
T000444,North,Q3,2025,15904,190848,Mr./Ms. Sharma,111.74
T000445,North,Q1,2024,7657,91884,Mr./Ms. Patel,76.66
T000446,West,Q4,2023,12135,145620,Mr./Ms. Verma,73.1
T000447,North,Q2,2024,12407,148884,Mr./Ms. Sharma,115.28
T000448,North,Q4,2025,7274,87288,Mr./Ms. Reddy,117.24
T000449,North,Q1,2025,12151,145812,Mr./Ms. Sharma,114.2
T000450,North,Q4,2023,16099,193188,Mr./Ms. Gupta,82.12
T000451,West,Q1,2025,18005,216060,Mr./Ms. Sharma,122.77
T000452,East,Q1,2023,10216,122592,Mr./Ms. Gupta,81.63
T000453,West,Q1,2023,19093,229116,Mr./Ms. Patel,118.46
T000454,North,Q3,2023,7206,86472,Mr./Ms. Iyer,80.11
T000455,South,Q3,2024,9533,114396,Mr./Ms. Patel,81.18
T000456,South,Q1,2023,15686,188232,Mr./Ms. Singh,116.72
T000457,South,Q1,2023,7691,92292,Mr./Ms. Reddy,129.52
T000458,Central,Q1,2025,17171,206052,Mr./Ms. Patel,107.77
T000459,West,Q2,2024,17440,209280,Mr./Ms. Singh,78.77
T000460,North,Q4,2025,11821,141852,Mr./Ms. Singh,93.55
T000461,East,Q4,2023,9841,118092,Mr./Ms. Verma,100.26
T000462,South,Q3,2024,14123,169476,Mr./Ms. Sharma,73.54
T000463,Central,Q3,2025,18922,227064,Mr./Ms. Iyer,113.45
T000464,Central,Q2,2023,10951,131412,Mr./Ms. Verma,86.9
T000465,Central,Q1,2023,11241,134892,Mr./Ms. Gupta,91.21
T000466,South,Q1,2023,13461,161532,Mr./Ms. Iyer,77.26
T000467,North,Q3,2024,5326,63912,Mr./Ms. Gupta,127.21
T000468,Central,Q2,2025,14318,171816,Mr./Ms. Mehta,119.9
T000469,South,Q4,2024,8114,97368,Mr./Ms. Gupta,116.64
T000470,Central,Q4,2023,18036,216432,Mr./Ms. Singh,125.15
T000471,West,Q2,2025,12640,151680,Mr./Ms. Sharma,97.41
T000472,West,Q3,2023,9736,116832,Mr./Ms. Mehta,96.59
T000473,North,Q1,2025,17404,208848,Mr./Ms. Iyer,120.92
T000474,East,Q4,2025,14158,169896,Mr./Ms. Patel,82.4
T000475,South,Q1,2024,6800,81600,Mr./Ms. Sharma,81.15
T000476,Central,Q3,2024,6048,72576,Mr./Ms. Patel,75.98
T000477,North,Q1,2023,14498,173976,Mr./Ms. Mehta,106.01
T000478,North,Q4,2024,10949,131388,Mr./Ms. Gupta,93.07
T000479,South,Q2,2023,9315,111780,Mr./Ms. Patel,117.63
T000480,South,Q1,2023,7606,91272,Mr./Ms. Sharma,71.45
T000481,West,Q3,2025,12210,146520,Mr./Ms. Mehta,83.43
T000482,East,Q3,2024,19011,228132,Mr./Ms. Sharma,85.26
T000483,East,Q2,2024,17123,205476,Mr./Ms. Patel,103.14
T000484,North,Q3,2025,12925,155100,Mr./Ms. Patel,108.32
T000485,East,Q1,2025,8897,106764,Mr./Ms. Mehta,92.67
T000486,Central,Q4,2024,15027,180324,Mr./Ms. Mehta,87.84
T000487,West,Q1,2025,15729,188748,Mr./Ms. Verma,101.76
T000488,East,Q3,2024,13500,162000,Mr./Ms. Iyer,87.77
T000489,West,Q1,2024,14980,179760,Mr./Ms. Sharma,75.56
T000490,East,Q2,2023,8120,97440,Mr./Ms. Reddy,99.82
T000491,South,Q2,2024,7467,89604,Mr./Ms. Sharma,90.82
T000492,North,Q4,2024,12817,153804,Mr./Ms. Iyer,93.66
T000493,West,Q3,2023,16532,198384,Mr./Ms. Mehta,106.89
T000494,Central,Q3,2024,9882,118584,Mr./Ms. Sharma,93.19
T000495,Central,Q1,2024,10999,131988,Mr./Ms. Patel,102.75
T000496,West,Q2,2024,19289,231468,Mr./Ms. Singh,88.01
T000497,East,Q4,2023,6315,75780,Mr./Ms. Reddy,87.71
T000498,Central,Q1,2025,16975,203700,Mr./Ms. Patel,94.37
T000499,West,Q2,2023,19521,234252,Mr./Ms. Singh,80.35
T000500,East,Q3,2023,15210,182520,Mr./Ms. Verma,103.09
T000501,West,Q3,2023,18403,220836,Mr./Ms. Singh,103.28
T000502,Central,Q2,2023,13056,156672,Mr./Ms. Sharma,104.76
T000503,South,Q1,2023,14713,176556,Mr./Ms. Singh,82.44
T000504,Central,Q3,2024,14728,176736,Mr./Ms. Mehta,90.04
T000505,West,Q2,2024,18938,227256,Mr./Ms. Reddy,84.4
T000506,North,Q3,2023,16728,200736,Mr./Ms. Reddy,102.59
T000507,North,Q4,2025,6223,74676,Mr./Ms. Iyer,79.29
T000508,North,Q4,2024,8491,101892,Mr./Ms. Verma,116.8
T000509,North,Q1,2023,16726,200712,Mr./Ms. Iyer,118.87
T000510,West,Q2,2024,13134,157608,Mr./Ms. Verma,80.44
T000511,East,Q1,2023,18372,220464,Mr./Ms. Patel,107.01
T000512,East,Q3,2025,5884,70608,Mr./Ms. Iyer,100.38
T000513,North,Q3,2023,19062,228744,Mr./Ms. Gupta,98.24
T000514,East,Q4,2025,14807,177684,Mr./Ms. Iyer,99.08
T000515,South,Q3,2024,18113,217356,Mr./Ms. Patel,122.77
T000516,East,Q4,2025,13619,163428,Mr./Ms. Reddy,77.4
T000517,West,Q2,2025,6438,77256,Mr./Ms. Reddy,74.38
T000518,Central,Q2,2023,6938,83256,Mr./Ms. Patel,71.7
T000519,Central,Q4,2024,7598,91176,Mr./Ms. Reddy,127.94
T000520,South,Q3,2023,10134,121608,Mr./Ms. Sharma,93.97
T000521,West,Q3,2023,16456,197472,Mr./Ms. Sharma,103.67
T000522,West,Q2,2025,9395,112740,Mr./Ms. Singh,129.14
T000523,West,Q4,2024,5497,65964,Mr./Ms. Reddy,92.59
T000524,West,Q2,2023,5052,60624,Mr./Ms. Gupta,119.79
T000525,Central,Q1,2023,8752,105024,Mr./Ms. Mehta,97.44
T000526,East,Q4,2025,5605,67260,Mr./Ms. Sharma,79.94
T000527,Central,Q4,2025,14222,170664,Mr./Ms. Sharma,101.31
T000528,North,Q4,2024,12317,147804,Mr./Ms. Sharma,99.96
T000529,North,Q1,2023,11215,134580,Mr./Ms. Sharma,99.39
T000530,East,Q2,2023,13218,158616,Mr./Ms. Reddy,106.95
T000531,West,Q3,2024,17151,205812,Mr./Ms. Iyer,94.26
T000532,East,Q2,2023,13813,165756,Mr./Ms. Iyer,121.4
T000533,West,Q3,2023,12144,145728,Mr./Ms. Reddy,73.78
T000534,North,Q3,2024,10282,123384,Mr./Ms. Gupta,86.06
T000535,South,Q4,2025,10649,127788,Mr./Ms. Sharma,84.49
T000536,South,Q3,2025,12327,147924,Mr./Ms. Sharma,129.15
T000537,Central,Q4,2023,8837,106044,Mr./Ms. Reddy,82.07
T000538,South,Q1,2025,13938,167256,Mr./Ms. Reddy,129.49
T000539,East,Q3,2025,6391,76692,Mr./Ms. Verma,114.51
T000540,West,Q4,2025,7233,86796,Mr./Ms. Verma,107.42
T000541,South,Q4,2023,5819,69828,Mr./Ms. Singh,124.81
T000542,West,Q4,2024,6163,73956,Mr./Ms. Iyer,75.37
T000543,Central,Q1,2025,12180,146160,Mr./Ms. Sharma,93.0
T000544,Central,Q1,2024,5805,69660,Mr./Ms. Singh,121.86
T000545,South,Q1,2023,8033,96396,Mr./Ms. Patel,112.96
T000546,East,Q4,2024,15840,190080,Mr./Ms. Gupta,83.64
T000547,Central,Q1,2023,16679,200148,Mr./Ms. Verma,95.77
T000548,South,Q1,2024,10514,126168,Mr./Ms. Reddy,75.77
T000549,Central,Q4,2024,9110,109320,Mr./Ms. Iyer,104.41
T000550,Central,Q2,2024,12371,148452,Mr./Ms. Reddy,123.92
T000551,North,Q4,2025,7334,88008,Mr./Ms. Verma,114.48
T000552,East,Q3,2024,8468,101616,Mr./Ms. Gupta,87.64
T000553,Central,Q3,2024,8750,105000,Mr./Ms. Verma,75.61
T000554,Central,Q4,2024,18935,227220,Mr./Ms. Reddy,119.43
T000555,East,Q1,2023,6115,73380,Mr./Ms. Patel,110.06
T000556,East,Q1,2024,13273,159276,Mr./Ms. Mehta,100.78
T000557,Central,Q2,2023,15520,186240,Mr./Ms. Iyer,125.03
T000558,East,Q3,2023,5267,63204,Mr./Ms. Gupta,102.11
T000559,Central,Q2,2024,11035,132420,Mr./Ms. Verma,115.4
T000560,North,Q2,2025,15969,191628,Mr./Ms. Sharma,112.8
T000561,East,Q2,2023,18053,216636,Mr./Ms. Patel,120.21
T000562,West,Q3,2025,10800,129600,Mr./Ms. Singh,89.68
T000563,South,Q1,2025,19683,236196,Mr./Ms. Singh,95.84
T000564,South,Q1,2024,7077,84924,Mr./Ms. Gupta,94.83
T000565,Central,Q3,2023,16493,197916,Mr./Ms. Sharma,107.48
T000566,Central,Q2,2024,6696,80352,Mr./Ms. Mehta,113.0
T000567,East,Q1,2024,19871,238452,Mr./Ms. Patel,114.79
T000568,West,Q4,2024,17397,208764,Mr./Ms. Reddy,70.82
T000569,West,Q4,2025,17269,207228,Mr./Ms. Reddy,104.13
T000570,East,Q1,2023,14127,169524,Mr./Ms. Patel,127.82
T000571,West,Q3,2024,19910,238920,Mr./Ms. Sharma,77.06
T000572,North,Q1,2024,10146,121752,Mr./Ms. Gupta,88.3
T000573,North,Q3,2023,11945,143340,Mr./Ms. Verma,87.36
T000574,South,Q3,2024,19331,231972,Mr./Ms. Verma,124.9
T000575,East,Q2,2023,10031,120372,Mr./Ms. Verma,116.57
T000576,North,Q1,2023,8131,97572,Mr./Ms. Verma,81.74
T000577,West,Q4,2023,6984,83808,Mr./Ms. Patel,82.81
T000578,East,Q1,2023,17364,208368,Mr./Ms. Gupta,100.23
T000579,Central,Q1,2025,12837,154044,Mr./Ms. Iyer,92.79
T000580,West,Q1,2024,6789,81468,Mr./Ms. Iyer,107.89
T000581,North,Q4,2025,9449,113388,Mr./Ms. Patel,73.01
T000582,North,Q2,2024,18540,222480,Mr./Ms. Reddy,122.0
T000583,Central,Q4,2024,5681,68172,Mr./Ms. Singh,74.55
T000584,North,Q2,2023,14713,176556,Mr./Ms. Verma,76.45
T000585,West,Q2,2024,11301,135612,Mr./Ms. Iyer,120.66
T000586,Central,Q2,2023,19774,237288,Mr./Ms. Reddy,88.49
T000587,West,Q2,2025,9798,117576,Mr./Ms. Singh,78.94
T000588,West,Q1,2025,17742,212904,Mr./Ms. Patel,106.82
T000589,East,Q3,2024,16231,194772,Mr./Ms. Iyer,73.63
T000590,Central,Q4,2024,8752,105024,Mr./Ms. Sharma,125.47
T000591,South,Q4,2023,14603,175236,Mr./Ms. Iyer,72.45
T000592,West,Q2,2025,14133,169596,Mr./Ms. Patel,111.1
T000593,West,Q4,2023,12514,150168,Mr./Ms. Verma,78.18
T000594,West,Q2,2025,16288,195456,Mr./Ms. Sharma,94.91
T000595,West,Q2,2023,8585,103020,Mr./Ms. Singh,84.41
T000596,South,Q4,2025,11434,137208,Mr./Ms. Sharma,71.08
T000597,West,Q2,2023,9926,119112,Mr./Ms. Gupta,126.35
T000598,North,Q1,2024,19253,231036,Mr./Ms. Mehta,110.96
T000599,East,Q1,2025,8188,98256,Mr./Ms. Gupta,105.04
T000600,North,Q1,2023,15547,186564,Mr./Ms. Patel,92.07
T000601,South,Q2,2023,13504,162048,Mr./Ms. Gupta,100.78
T000602,Central,Q4,2024,5085,61020,Mr./Ms. Iyer,105.72
T000603,Central,Q2,2025,7908,94896,Mr./Ms. Gupta,78.27
T000604,East,Q2,2023,6829,81948,Mr./Ms. Mehta,87.52
T000605,South,Q1,2023,9226,110712,Mr./Ms. Mehta,127.64
T000606,West,Q1,2025,18181,218172,Mr./Ms. Reddy,103.2
T000607,North,Q2,2023,18289,219468,Mr./Ms. Mehta,96.05
T000608,Central,Q1,2023,15865,190380,Mr./Ms. Singh,72.48
T000609,West,Q1,2025,13991,167892,Mr./Ms. Mehta,86.14
T000610,North,Q4,2025,7821,93852,Mr./Ms. Patel,116.31
T000611,West,Q3,2025,6158,73896,Mr./Ms. Reddy,115.52
T000612,South,Q3,2024,13490,161880,Mr./Ms. Verma,100.78
T000613,Central,Q1,2025,5719,68628,Mr./Ms. Mehta,115.19
T000614,South,Q3,2025,19391,232692,Mr./Ms. Patel,123.57
T000615,West,Q4,2023,8992,107904,Mr./Ms. Verma,86.58
T000616,North,Q3,2024,10268,123216,Mr./Ms. Reddy,104.32
T000617,North,Q2,2023,7105,85260,Mr./Ms. Sharma,115.47
T000618,South,Q3,2024,12506,150072,Mr./Ms. Patel,93.49
T000619,Central,Q4,2024,5794,69528,Mr./Ms. Sharma,85.52
T000620,East,Q2,2023,8248,98976,Mr./Ms. Sharma,106.26
T000621,South,Q4,2025,8782,105384,Mr./Ms. Patel,70.48
T000622,North,Q2,2024,14332,171984,Mr./Ms. Patel,113.46
T000623,South,Q4,2024,8198,98376,Mr./Ms. Sharma,108.02
T000624,South,Q2,2024,19893,238716,Mr./Ms. Singh,115.35
T000625,South,Q2,2023,8886,106632,Mr./Ms. Iyer,78.49
T000626,South,Q2,2023,18797,225564,Mr./Ms. Patel,95.15
T000627,Central,Q1,2023,13618,163416,Mr./Ms. Verma,71.1
T000628,South,Q1,2025,5859,70308,Mr./Ms. Iyer,114.02
T000629,Central,Q2,2024,16991,203892,Mr./Ms. Iyer,100.51
T000630,East,Q1,2023,6707,80484,Mr./Ms. Singh,120.54
T000631,South,Q3,2025,13305,159660,Mr./Ms. Sharma,84.95
T000632,West,Q2,2023,19785,237420,Mr./Ms. Singh,117.13
T000633,North,Q4,2023,12015,144180,Mr./Ms. Singh,123.71
T000634,North,Q2,2023,12147,145764,Mr./Ms. Singh,124.21
T000635,North,Q4,2023,13115,157380,Mr./Ms. Sharma,74.8
T000636,Central,Q2,2024,7422,89064,Mr./Ms. Singh,84.34
T000637,East,Q2,2025,13957,167484,Mr./Ms. Patel,123.12
T000638,East,Q3,2023,18611,223332,Mr./Ms. Iyer,126.45
T000639,South,Q2,2025,12328,147936,Mr./Ms. Iyer,70.58
T000640,North,Q1,2024,19807,237684,Mr./Ms. Iyer,112.33
T000641,Central,Q4,2025,14789,177468,Mr./Ms. Verma,111.39
T000642,North,Q4,2023,8297,99564,Mr./Ms. Gupta,101.53
T000643,East,Q2,2025,10114,121368,Mr./Ms. Verma,126.03
T000644,Central,Q3,2025,16992,203904,Mr./Ms. Iyer,119.24
T000645,East,Q4,2024,13825,165900,Mr./Ms. Mehta,72.96
T000646,North,Q1,2024,13881,166572,Mr./Ms. Patel,85.14
T000647,East,Q4,2024,11209,134508,Mr./Ms. Iyer,123.77
T000648,West,Q4,2024,18122,217464,Mr./Ms. Sharma,119.05
T000649,West,Q3,2025,18225,218700,Mr./Ms. Patel,129.48
T000650,South,Q4,2025,14138,169656,Mr./Ms. Mehta,82.01
T000651,East,Q1,2023,13821,165852,Mr./Ms. Gupta,114.64
T000652,North,Q1,2023,10366,124392,Mr./Ms. Reddy,94.51
T000653,North,Q4,2023,9689,116268,Mr./Ms. Reddy,122.95
T000654,West,Q3,2024,10104,121248,Mr./Ms. Patel,110.43
T000655,North,Q2,2024,18126,217512,Mr./Ms. Verma,120.28
T000656,East,Q4,2024,13173,158076,Mr./Ms. Gupta,80.27
T000657,West,Q3,2024,15030,180360,Mr./Ms. Patel,76.81
T000658,Central,Q4,2023,19784,237408,Mr./Ms. Reddy,107.51
T000659,East,Q3,2024,16166,193992,Mr./Ms. Mehta,125.43
T000660,South,Q4,2023,5422,65064,Mr./Ms. Mehta,119.16
T000661,East,Q3,2024,13398,160776,Mr./Ms. Verma,79.11
T000662,West,Q1,2023,7785,93420,Mr./Ms. Singh,77.19
T000663,East,Q3,2024,14508,174096,Mr./Ms. Reddy,79.04
T000664,North,Q4,2023,14539,174468,Mr./Ms. Gupta,107.67
T000665,West,Q1,2025,13576,162912,Mr./Ms. Verma,81.51
T000666,East,Q4,2023,5670,68040,Mr./Ms. Singh,126.06
T000667,North,Q2,2025,16492,197904,Mr./Ms. Sharma,78.85
T000668,East,Q4,2024,15134,181608,Mr./Ms. Sharma,93.93
T000669,South,Q2,2023,6455,77460,Mr./Ms. Mehta,120.24
T000670,South,Q1,2024,10641,127692,Mr./Ms. Verma,114.66
T000671,Central,Q1,2025,10971,131652,Mr./Ms. Verma,114.76
T000672,South,Q2,2024,14633,175596,Mr./Ms. Verma,74.68
T000673,West,Q1,2024,6558,78696,Mr./Ms. Mehta,126.83
T000674,North,Q3,2024,12766,153192,Mr./Ms. Sharma,78.41
T000675,East,Q3,2023,13039,156468,Mr./Ms. Iyer,73.64
T000676,West,Q2,2024,11824,141888,Mr./Ms. Mehta,118.94
T000677,West,Q4,2024,17108,205296,Mr./Ms. Patel,85.59
T000678,East,Q3,2024,18742,224904,Mr./Ms. Verma,103.26
T000679,West,Q4,2023,12976,155712,Mr./Ms. Verma,93.05
T000680,South,Q2,2024,6638,79656,Mr./Ms. Sharma,129.73
T000681,North,Q3,2025,18578,222936,Mr./Ms. Gupta,118.68
T000682,Central,Q1,2023,14171,170052,Mr./Ms. Singh,116.76
T000683,North,Q1,2025,12763,153156,Mr./Ms. Iyer,112.62
T000684,Central,Q1,2025,5870,70440,Mr./Ms. Iyer,110.3
T000685,West,Q2,2024,6747,80964,Mr./Ms. Sharma,82.87
T000686,East,Q3,2023,7076,84912,Mr./Ms. Verma,116.57
T000687,South,Q1,2024,13564,162768,Mr./Ms. Mehta,97.87
T000688,North,Q2,2025,7741,92892,Mr./Ms. Verma,75.99
T000689,West,Q1,2025,15671,188052,Mr./Ms. Mehta,76.19
T000690,North,Q4,2024,8450,101400,Mr./Ms. Gupta,83.43
T000691,Central,Q4,2024,5278,63336,Mr./Ms. Gupta,76.41
T000692,East,Q3,2024,9602,115224,Mr./Ms. Patel,87.9
T000693,West,Q3,2025,6478,77736,Mr./Ms. Verma,127.72
T000694,Central,Q2,2025,13966,167592,Mr./Ms. Singh,106.77
T000695,East,Q1,2024,11685,140220,Mr./Ms. Singh,72.17
T000696,South,Q2,2024,10711,128532,Mr./Ms. Reddy,87.13
T000697,North,Q2,2023,14936,179232,Mr./Ms. Reddy,116.9
T000698,South,Q4,2024,5017,60204,Mr./Ms. Iyer,123.11
T000699,North,Q1,2023,13872,166464,Mr./Ms. Sharma,73.22
T000700,Central,Q4,2024,6446,77352,Mr./Ms. Patel,115.4
T000701,West,Q2,2024,5025,60300,Mr./Ms. Iyer,126.61
T000702,South,Q3,2025,7100,85200,Mr./Ms. Singh,99.2
T000703,North,Q3,2025,5960,71520,Mr./Ms. Verma,113.86
T000704,Central,Q4,2025,18680,224160,Mr./Ms. Verma,89.33
T000705,North,Q4,2025,13970,167640,Mr./Ms. Gupta,90.8
T000706,East,Q2,2023,6541,78492,Mr./Ms. Gupta,78.94
T000707,West,Q1,2024,14550,174600,Mr./Ms. Gupta,124.84
T000708,South,Q1,2023,13408,160896,Mr./Ms. Mehta,92.05
T000709,South,Q3,2023,6412,76944,Mr./Ms. Singh,123.94
T000710,North,Q3,2023,15551,186612,Mr./Ms. Singh,80.07
T000711,East,Q2,2025,9252,111024,Mr./Ms. Iyer,126.56
T000712,Central,Q4,2023,18881,226572,Mr./Ms. Mehta,91.23
T000713,South,Q4,2023,6004,72048,Mr./Ms. Sharma,91.9
T000714,East,Q4,2025,17301,207612,Mr./Ms. Reddy,72.25
T000715,East,Q3,2025,15046,180552,Mr./Ms. Sharma,83.62
T000716,South,Q4,2024,15773,189276,Mr./Ms. Gupta,85.25
T000717,East,Q2,2025,16231,194772,Mr./Ms. Patel,80.4
T000718,West,Q1,2025,12783,153396,Mr./Ms. Mehta,117.59
T000719,South,Q2,2023,9272,111264,Mr./Ms. Gupta,81.79
T000720,South,Q2,2023,11276,135312,Mr./Ms. Patel,128.84
T000721,North,Q2,2023,11953,143436,Mr./Ms. Singh,99.38
T000722,West,Q2,2023,9568,114816,Mr./Ms. Patel,115.93
T000723,Central,Q2,2025,7508,90096,Mr./Ms. Singh,95.24
T000724,West,Q3,2025,19780,237360,Mr./Ms. Reddy,104.32
T000725,South,Q4,2025,5469,65628,Mr./Ms. Gupta,114.42
T000726,East,Q2,2025,18687,224244,Mr./Ms. Reddy,77.4
T000727,Central,Q3,2024,6271,75252,Mr./Ms. Gupta,118.32
T000728,Central,Q1,2024,7407,88884,Mr./Ms. Verma,105.39
T000729,Central,Q1,2023,16213,194556,Mr./Ms. Sharma,76.23
T000730,West,Q2,2024,19000,228000,Mr./Ms. Sharma,82.58
T000731,East,Q2,2023,8108,97296,Mr./Ms. Singh,88.47
T000732,West,Q2,2024,5432,65184,Mr./Ms. Singh,121.16
T000733,South,Q3,2023,16285,195420,Mr./Ms. Iyer,78.92
T000734,West,Q2,2025,14109,169308,Mr./Ms. Iyer,94.02
T000735,East,Q3,2025,19326,231912,Mr./Ms. Verma,129.0
T000736,Central,Q4,2025,5314,63768,Mr./Ms. Singh,120.35
T000737,East,Q1,2023,9774,117288,Mr./Ms. Mehta,127.64
T000738,Central,Q4,2023,5532,66384,Mr./Ms. Sharma,122.59
T000739,East,Q1,2023,6771,81252,Mr./Ms. Gupta,82.57
T000740,Central,Q3,2025,6239,74868,Mr./Ms. Iyer,114.04
T000741,North,Q1,2024,11143,133716,Mr./Ms. Verma,78.69
T000742,West,Q4,2023,15786,189432,Mr./Ms. Singh,122.4
T000743,Central,Q2,2023,16472,197664,Mr./Ms. Sharma,111.12
T000744,West,Q2,2024,15505,186060,Mr./Ms. Iyer,98.37
T000745,West,Q3,2023,19041,228492,Mr./Ms. Mehta,92.27
T000746,East,Q1,2025,6841,82092,Mr./Ms. Patel,93.58
T000747,South,Q1,2024,15600,187200,Mr./Ms. Patel,129.42
T000748,East,Q1,2024,9109,109308,Mr./Ms. Sharma,113.17
T000749,North,Q1,2024,7382,88584,Mr./Ms. Verma,97.55
T000750,West,Q2,2023,17307,207684,Mr./Ms. Gupta,90.87
T000751,North,Q3,2023,18773,225276,Mr./Ms. Mehta,118.89
T000752,North,Q4,2023,6476,77712,Mr./Ms. Reddy,109.07
T000753,West,Q1,2024,16240,194880,Mr./Ms. Iyer,94.33
T000754,Central,Q3,2023,11257,135084,Mr./Ms. Verma,102.73
T000755,West,Q1,2025,17928,215136,Mr./Ms. Gupta,87.28
T000756,West,Q3,2025,14926,179112,Mr./Ms. Gupta,93.37
T000757,South,Q4,2024,18044,216528,Mr./Ms. Singh,128.21
T000758,North,Q2,2025,19502,234024,Mr./Ms. Verma,108.76
T000759,West,Q1,2023,15764,189168,Mr./Ms. Patel,90.22
T000760,South,Q2,2024,5805,69660,Mr./Ms. Mehta,122.05
T000761,Central,Q3,2025,10099,121188,Mr./Ms. Mehta,80.51
T000762,Central,Q2,2023,18087,217044,Mr./Ms. Mehta,103.91
T000763,South,Q3,2023,17730,212760,Mr./Ms. Sharma,98.82
T000764,South,Q1,2025,8552,102624,Mr./Ms. Gupta,127.68
T000765,Central,Q4,2025,16309,195708,Mr./Ms. Verma,93.31
T000766,South,Q4,2024,5817,69804,Mr./Ms. Verma,116.65
T000767,Central,Q2,2023,9387,112644,Mr./Ms. Verma,125.18
T000768,North,Q1,2023,5120,61440,Mr./Ms. Sharma,73.16
T000769,South,Q4,2024,9353,112236,Mr./Ms. Mehta,87.25
T000770,East,Q2,2023,9834,118008,Mr./Ms. Reddy,119.74
T000771,West,Q4,2025,6037,72444,Mr./Ms. Reddy,120.91
T000772,East,Q2,2024,9352,112224,Mr./Ms. Gupta,90.19
T000773,West,Q1,2025,11620,139440,Mr./Ms. Singh,111.34
T000774,North,Q1,2025,19185,230220,Mr./Ms. Patel,76.3
T000775,East,Q3,2024,16281,195372,Mr./Ms. Verma,78.32
T000776,West,Q3,2023,13132,157584,Mr./Ms. Verma,93.36
